fold,feature,repeat,macro_f1_decrease
5,fatigue_severity_scale_score,4,0.16613090464402058
5,fatigue_severity_scale_score,5,0.18282287174367706
5,fatigue_severity_scale_score,6,0.14548542356907201
5,fatigue_severity_scale_score,7,0.16739173806458307
5,fatigue_severity_scale_score,8,0.15554683441527128
5,fatigue_severity_scale_score,9,0.15181553548282112
5,fatigue_severity_scale_score,10,0.15322481883723882
5,pem_duration_hours,1,0.016091276600891047
5,pem_duration_hours,2,0.004840604288888217
5,pem_duration_hours,3,0.004848484355775673
5,pem_duration_hours,4,-0.011768564152546901
5,pem_duration_hours,5,-0.008711061436690537
5,pem_duration_hours,6,-0.013658344925348564
5,pem_duration_hours,7,0.013408472600077603
5,pem_duration_hours,8,-0.012900256099885876
5,pem_duration_hours,9,0.004848484355775673
5,pem_duration_hours,10,-0.011809723017036422
5,hours_of_sleep_per_night,1,0.004840604288888217
5,hours_of_sleep_per_night,2,0.007283484844176069
5,hours_of_sleep_per_night,3,0.0005419101942869542
5,hours_of_sleep_per_night,4,0.00421522121357687
5,hours_of_sleep_per_night,5,0.0005517775271028924
5,hours_of_sleep_per_night,6,0.014015192161249246
5,hours_of_sleep_per_night,7,0.008564292730995016
5,hours_of_sleep_per_night,8,0.007473156271786241
5,hours_of_sleep_per_night,9,0.003629964628798499
5,hours_of_sleep_per_night,10,-0.0019352285739010489
5,pem_present,1,0.18403157324060393
5,pem_present,2,0.14525577755418762
5,pem_present,3,0.171361927751431
5,pem_present,4,0.1522473423486711
5,pem_present,5,0.14772150990271316
5,pem_present,6,0.1329767500558373
5,pem_present,7,0.1533571121643389
5,pem_present,8,0.16397546742740254
5,pem_present,9,0.1828630140119034
5,pem_present,10,0.17594584326263196
5,work_status,1,-0.009805595794713629
5,work_status,2,0.010307554394972884
5,work_status,3,0.00726959069235078
5,work_status,4,0.004227310919365679
5,work_status,5,-0.0025276830693705676
5,work_status,6,5.184332391494628e-06
5,work_status,7,0.010307554394972884
5,work_status,8,-0.0025276830693705676
5,work_status,9,0.0036111078578890954
5,work_status,10,-2.5513518638886623e-05
5,social_activity_level,1,0.003629964628798499
5,social_activity_level,2,-0.003087815582957454
5,social_activity_level,3,0.0005517775271028924
5,social_activity_level,4,0.0005517775271028924
5,social_activity_level,5,0.0005517775271028924
5,social_activity_level,6,0.0
5,social_activity_level,7,0.003629964628798499
5,social_activity_level,8,0.0005517775271028924
5,social_activity_level,9,0.0005517775271028924
5,social_activity_level,10,-0.003087815582957454
5,exercise_frequency,1,0.003629964628798499
5,exercise_frequency,2,-0.0025308008332052268
5,exercise_frequency,3,0.0005517775271028924
5,exercise_frequency,4,0.0005517775271028924
5,exercise_frequency,5,-0.003087815582957454
5,exercise_frequency,6,-0.006179929789970284
5,exercise_frequency,7,0.0005517775271028924
5,exercise_frequency,8,-0.0025308008332052268
5,exercise_frequency,9,0.0005517775271028924
5,exercise_frequency,10,-0.003087815582957454
5,meditation_or_mindfulness,1,0.0
5,meditation_or_mindfulness,2,0.0
5,meditation_or_mindfulness,3,0.003629964628798499
5,meditation_or_mindfulness,4,0.003629964628798499
5,meditation_or_mindfulness,5,0.003629964628798499
5,meditation_or_mindfulness,6,0.0
5,meditation_or_mindfulness,7,0.0
5,meditation_or_mindfulness,8,0.0
5,meditation_or_mindfulness,9,0.0
5,meditation_or_mindfulness,10,0.0
